Sample Name, Varga_5_4_Klyst36G
Freq displayed, 3.568, GHz, Power, 21, mV
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
3.613263E+1,4.311000E+2,-6.794960E-6,-2.086180E-6,7.107997E-6,-1.629325E+2
3.633259E+1,4.411000E+2,-5.811480E-6,-2.235190E-6,6.226506E-6,-1.589624E+2
3.653263E+1,4.444000E+2,-5.155830E-6,-1.519930E-6,5.375200E-6,-1.635746E+2
3.673263E+1,4.532000E+2,-6.049900E-6,-9.238760E-7,6.120036E-6,-1.713175E+2
3.693264E+1,4.562000E+2,-5.722080E-6,-1.102690E-6,5.827360E-6,-1.690924E+2
3.713364E+1,4.655000E+2,-4.768400E-6,-2.801430E-6,5.530429E-6,-1.495658E+2
3.733363E+1,4.684000E+2,-4.678990E-6,-2.801430E-6,5.453527E-6,-1.490900E+2
3.753367E+1,4.773000E+2,-6.467130E-6,-2.741830E-6,7.024344E-6,-1.570248E+2
3.773263E+1,4.805000E+2,-6.169110E-6,-2.294790E-6,6.582095E-6,-1.595958E+2
3.793263E+1,4.892000E+2,-6.645950E-6,-1.579530E-6,6.831074E-6,-1.666307E+2
3.813263E+1,4.928000E+2,-7.063180E-6,-1.788150E-6,7.286013E-6,-1.657932E+2
3.833265E+1,5.028000E+2,-6.169110E-6,-1.400720E-6,6.326131E-6,-1.672077E+2
3.853366E+1,5.059000E+2,-6.586340E-6,-9.536820E-7,6.655027E-6,-1.717610E+2
3.873263E+1,5.111000E+2,-6.735350E-6,-8.046660E-7,6.783246E-6,-1.731872E+2
3.893263E+1,5.195000E+2,-5.751880E-6,-1.490120E-6,5.941766E-6,-1.654759E+2
3.913263E+1,5.240000E+2,-4.619390E-6,-1.788150E-6,4.953407E-6,-1.588388E+2
3.933268E+1,5.315000E+2,-3.010050E-6,-9.238760E-7,3.148642E-6,-1.629372E+2
3.953363E+1,5.365000E+2,-2.920640E-6,-5.960510E-8,2.921248E-6,-1.788309E+2
3.973262E+1,5.437000E+2,-2.890840E-6,2.205390E-6,3.636028E-6,1.426604E+2
3.993263E+1,5.489000E+2,-3.278270E-6,2.920640E-6,4.390580E-6,1.383019E+2
4.013263E+1,5.558000E+2,-3.993540E-6,1.966970E-6,4.451666E-6,1.537780E+2
4.033370E+1,5.610000E+2,-4.053140E-6,2.175580E-6,4.600119E-6,1.517747E+2
4.053262E+1,5.641000E+2,-4.768400E-6,2.264990E-6,5.278998E-6,1.545923E+2
4.073363E+1,5.738000E+2,-3.725300E-6,1.221900E-6,3.920574E-6,1.618405E+2
4.093263E+1,5.774000E+2,-2.652420E-6,7.450620E-7,2.755077E-6,1.643100E+2
4.113364E+1,5.858000E+2,-2.741830E-6,5.960510E-8,2.742478E-6,1.787546E+2
4.133364E+1,5.891000E+2,-3.159060E-6,-1.788150E-7,3.164117E-6,-1.767603E+2
4.153263E+1,5.980000E+2,-3.218670E-6,-6.854570E-7,3.290849E-6,-1.679777E+2
4.173363E+1,6.010000E+2,-3.367680E-6,-5.662480E-7,3.414953E-6,-1.704555E+2
4.193364E+1,6.113000E+2,-1.877550E-6,-5.960500E-7,1.969891E-6,-1.623874E+2
4.213271E+1,6.147000E+2,-1.728540E-6,-8.344690E-7,1.919424E-6,-1.542306E+2
4.233262E+1,6.184000E+2,-2.533210E-6,-6.258520E-7,2.609376E-6,-1.661225E+2
4.253260E+1,6.266000E+2,-3.695500E-6,3.576300E-7,3.712764E-6,1.744724E+2
4.273262E+1,6.308000E+2,-3.606100E-6,1.788150E-7,3.610531E-6,1.771612E+2
4.293259E+1,6.385000E+2,-2.145780E-6,-9.834840E-7,2.360426E-6,-1.553764E+2
4.313369E+1,6.433000E+2,-2.145780E-6,-1.311310E-6,2.514738E-6,-1.485704E+2
4.333264E+1,6.523000E+2,-1.668940E-6,-2.980250E-7,1.695341E-6,-1.698753E+2
4.353363E+1,6.563000E+2,-1.519930E-6,-8.940740E-8,1.522557E-6,-1.766336E+2
4.373270E+1,6.641000E+2,-9.536820E-7,-1.192100E-7,9.611037E-7,-1.728750E+2
4.393264E+1,6.687000E+2,-8.642710E-7,-3.874320E-7,9.471367E-7,-1.558545E+2
4.413264E+1,6.733000E+2,-1.430520E-6,8.940740E-8,1.433311E-6,1.764237E+2
4.433366E+1,6.813000E+2,-2.741830E-6,4.172340E-7,2.773394E-6,1.713475E+2
4.453262E+1,6.864000E+2,-2.652420E-6,6.556550E-7,2.732255E-6,1.661153E+2
4.473364E+1,6.945000E+2,-3.367680E-6,9.238760E-7,3.492108E-6,1.646591E+2
4.493260E+1,6.995000E+2,-3.069650E-6,8.642710E-7,3.188999E-6,1.642752E+2
4.513262E+1,7.024000E+2,-3.010050E-6,6.258520E-7,3.074425E-6,1.682544E+2
4.533262E+1,7.126000E+2,-1.579530E-6,-3.576300E-7,1.619510E-6,-1.672425E+2
4.553363E+1,7.160000E+2,-9.536820E-7,0.000000E+0,9.536820E-7,1.800000E+2
4.573264E+1,7.247000E+2,-8.344690E-7,1.788150E-7,8.534127E-7,1.679052E+2
4.593367E+1,7.277000E+2,-1.043090E-6,-1.490130E-7,1.053680E-6,-1.718699E+2
4.613263E+1,7.367000E+2,-1.102690E-6,-4.768410E-7,1.201375E-6,-1.566147E+2
4.633259E+1,7.396000E+2,-1.251700E-6,-9.834840E-7,1.591852E-6,-1.418426E+2
4.653363E+1,7.489000E+2,-9.536820E-7,-1.311310E-6,1.621432E-6,-1.260274E+2
4.673264E+1,7.520000E+2,-8.344690E-7,-1.311310E-6,1.554308E-6,-1.224712E+2
4.693262E+1,7.574000E+2,-9.238760E-7,-1.579530E-6,1.829880E-6,-1.203236E+2
